year,totalhuman,co2,ch4,n2o
1920,0.41402184,0.48034937,0.1463651,0.035252753
1921,0.425861,0.48696871,0.14914421,0.036094213
1922,0.43931982,0.49358042,0.15204086,0.036851222
1923,0.43874124,0.49974374,0.15505438,0.037523848
1924,0.44144694,0.50677828,0.15805851,0.038196232
1925,0.45307756,0.51468174,0.16105333,0.038868376
1926,0.4637363,0.52213573,0.16403893,0.039624234
1927,0.47066961,0.52957874,0.1670154,0.040379821
1928,0.47787279,0.53788518,0.16998281,0.04096729
1929,0.48668409,0.54617941,0.17281833,0.04155455
1930,0.49818014,0.55402496,0.17552275,0.042141653
1931,0.51564969,0.56229357,0.17821976,0.042644727
1932,0.53379881,0.5705501,0.18090941,0.043231463
1933,0.54694856,0.57792673,0.18359176,0.043901811
1934,0.55480904,0.5848599,0.18614559,0.04457192
1935,0.56297859,0.59178409,0.18857157,0.04524179
1936,0.56925783,0.59783591,0.19099166,0.045911423
1937,0.57566193,0.60215445,0.19340589,0.04649717
1938,0.58955637,0.60517523,0.19581431,0.046999082
1939,0.59976398,0.60733189,0.19821696,0.047500862
1940,0.60040981,0.60862547,0.20073343,0.048002507
1941,0.59760078,0.60862547,0.20336316,0.048587579
1942,0.59431171,0.60733189,0.20586714,0.049256026
1943,0.59299835,0.60560671,0.20824599,0.049924236
1944,0.59123056,0.6043125,0.21073766,0.050675674
1945,0.59027107,0.60388103,0.21334159,0.051510273
1946,0.58655836,0.6043125,0.21605664,0.052344504
1947,0.57895654,0.60560671,0.21899962,0.053178367
1948,0.57260652,0.60776302,0.22205156,0.054011863
1949,0.57287846,0.6107804,0.22521114,0.054844993
1950,0.57404745,0.61508782,0.22859401,0.055594512
1951,0.56168656,0.62111239,0.23219799,0.056260489
1952,0.55003428,0.62798987,0.23613618,0.057009416
1953,0.55008287,0.63528723,0.24040525,0.05784123
1954,0.55199419,0.64385931,0.24477186,0.058589566
1955,0.55514058,0.65370065,0.24923433,0.059337575
1956,0.55891851,0.66395102,0.25390536,0.060168369
1957,0.56328276,0.67460724,0.25878219,0.06091579
1958,0.57218953,0.68520067,0.26374965,0.061662883
1959,0.59040482,0.69628068,0.26880593,0.0625756
1960,0.61266012,0.7093687,0.27406162,0.063570813
1961,0.61854867,0.72293323,0.27951378,0.064482654
1962,0.61973921,0.73507442,0.28515948,0.065311204
1963,0.63015159,0.74521338,0.29088615,0.066304945
1964,0.6407826,0.75407365,0.29669196,0.067546421
1965,0.65706711,0.76618156,0.30268459,0.0688698
1966,0.67900631,0.7828982,0.30875326,0.070192262
1967,0.69847938,0.79886038,0.31489612,0.071513808
1968,0.72107279,0.81597004,0.32121912,0.072916921
1969,0.75401956,0.83695475,0.32771921,0.074483888
1970,0.79442908,0.85481939,0.33428801,0.076131978
1971,0.83539343,0.86912845,0.340819,0.077778651
1972,0.87201267,0.89018132,0.34741694,0.0795061
1973,0.90516124,0.91528331,0.35408128,0.081396286
1974,0.93091733,0.93260715,0.36070732,0.083366714
1975,0.95288509,0.94626302,0.36729571,0.085335125
1976,0.97560691,0.96504571,0.37384707,0.08746521
1977,1.0046644,0.9895882,0.38046324,0.08978931
1978,1.0440764,1.0148272,0.38714369,0.092151471
1979,1.0880973,1.0415665,0.39378667,0.094298737
1980,1.1248442,1.0706749,0.40079084,0.096394503
1981,1.1482957,1.0922769,0.40834992,0.09912273
1982,1.1638797,1.1090268,0.41605956,0.10197773
1983,1.1851636,1.131041,0.42375755,0.10427651
1984,1.2172613,1.1557767,0.43073397,0.10619951
1985,1.2518596,1.1790812,0.43628635,0.1084362
1986,1.2856954,1.2025127,0.44110016,0.11065469
1987,1.3218259,1.23094,0.44563499,0.11223995
1988,1.36554,1.2629696,0.44980999,0.11525192
1989,1.4086327,1.289621,0.45379128,0.11948553
1990,1.4446482,1.3103479,0.45766844,0.12263292
1991,1.4670094,1.3279065,0.46154394,0.12465054
1992,1.4775542,1.3409723,0.46457339,0.12622447
1993,1.4940154,1.354375,0.4662739,0.127749
1994,1.5197768,1.3745818,0.46805929,0.12943256
1995,1.556472,1.400075,0.47007482,0.13165093
1996,1.5943539,1.4241974,0.47145507,0.13405903
1997,1.6194694,1.4491927,0.47326497,0.13633628
1998,1.6440801,1.4810336,0.47623115,0.13880228
1999,1.6706331,1.5106359,0.47868222,0.1411141
2000,1.6863253,1.5327048,0.47934927,0.14300134
2001,1.7049748,1.5559009,0.4792313,0.1450297
2002,1.7387641,1.5854995,0.47978539,0.14743728
2003,1.7752675,1.6175545,0.48074821,0.14988963
2004,1.8072955,1.6467939,0.48086234,0.15208552
2005,1.8414082,1.675125,0.48036474,0.15439741
2006,1.8833057,1.7035227,0.48065541,0.15680074
2007,1.9284573,1.7308597,0.48197675,0.1589991
2008,1.9757406,1.7590634,0.48398319,0.16123626
2009,2.0267135,1.7897426,0.48660099,0.16351256
2010,2.0763822,1.821622,0.48966278,0.16582697
2011,2.1197248,1.8533382,0.49313234,0.16817976
2012,2.1618512,1.885638,0.49704825,0.17058666
2013,2.206301,1.9188853,0.50143706,0.1730623
2014,2.2521191,1.9530678,0.50626431,0.17560604
2015,2.2994553,1.9881493,0.51150171,0.17821725
2016,2.3481562,2.0240135,0.51711044,0.18089524
2017,2.3980369,2.0605256,0.52304484,0.18363917
2018,2.4489828,2.0976187,0.52926581,0.18644815
2019,2.5013587,2.1352784,0.53574053,0.18932128
2020,2.5556729,2.1735014,0.54243872,0.19225766
2021,2.6121215,2.2121869,0.54930553,0.19525643
2022,2.6690245,2.2512548,0.55627484,0.19831092
2023,2.7255707,2.2908228,0.56332393,0.20141455
2024,2.782765,2.3310047,0.57045553,0.2045665
2025,2.8406401,2.3718144,0.57767104,0.20776597
2026,2.8991784,2.4132271,0.58497465,0.21101216
2027,2.95827,2.4551395,0.59235682,0.21430437
2028,3.0177679,2.4974276,0.59979822,0.21764189
2029,3.0775952,2.5400311,0.60728403,0.22102405
2030,3.1392743,2.5829415,0.61480394,0.22445017
2031,3.2043439,2.6261583,0.62234742,0.22791957
2032,3.2706774,2.6697873,0.63007446,0.23143238
2033,3.3370738,2.7140357,0.63814168,0.23498875
2034,3.4045128,2.7590846,0.64653114,0.23858802
2035,3.4730305,2.8050206,0.65522251,0.24222951
2036,3.5425763,2.8518385,0.66419646,0.24591259
2037,3.6130783,2.8995034,0.67343861,0.24963658
2038,3.6843762,2.9479034,0.6829216,0.25340083
2039,3.7562761,2.9969033,0.69260899,0.25720469
2040,3.8283334,3.0464317,0.7024705,0.26104753
2041,3.90016,3.0964671,0.71248233,0.2649287
2042,3.9724072,3.1471165,0.72264463,0.26883262
2043,4.0453896,3.1983817,0.73292592,0.27274379
2044,4.1188763,3.2502464,0.74328614,0.27666177
2045,4.1930964,3.3028683,0.75373085,0.28058613
2046,4.268187,3.3563298,0.76426205,0.28451651
2047,4.344198,3.4106416,0.7748808,0.28845268
2048,4.4211264,3.4657699,0.78559147,0.29239448
2049,4.4988701,3.5216066,0.79638269,0.29634174
2050,4.5761623,3.5780214,0.80723136,0.30029432
2051,4.6517913,3.6349415,0.81812047,0.30425205
2052,4.7269402,3.6923356,0.82885883,0.30821047
2053,4.8025127,3.7501795,0.83927214,0.3121651
2054,4.8780647,3.80836,0.84934866,0.31611587
2055,4.953596,3.8668774,0.85908905,0.32006266
2056,5.0293514,3.9259045,0.86853949,0.32400542
2057,5.1054721,3.9855223,0.87773924,0.32794412
2058,5.1820274,4.0457482,0.88672301,0.33187872
2059,5.259052,4.1065645,0.89552604,0.33580923
2060,5.3362016,4.1678751,0.90416376,0.33973563
2061,5.4130846,4.2295627,0.91263655,0.34365791
2062,5.4895907,4.2913522,0.92079151,0.34757284
2063,5.5655867,4.3530331,0.92849364,0.35147724
2064,5.641023,4.4146265,0.93577699,0.35537111
2065,5.7158119,4.4760619,0.94263696,0.35925449
2066,5.7899657,4.5373493,0.94908086,0.36312743
2067,5.8636999,4.5986256,0.9551644,0.36698997
2068,5.9372143,4.6600234,0.96093611,0.37084222
2069,6.0106575,4.7216313,0.96643897,0.37468424
2070,6.0838956,4.783432,0.97171588,0.37851611
2071,6.1566921,4.8453387,0.97678856,0.38233791
2072,6.2290803,4.9070872,0.98169322,0.38615266
2073,6.3010746,4.9684716,0.98646602,0.38996335
2074,6.3726116,5.0295014,0.9911134,0.39377004
2075,6.4437108,5.0901899,0.99564168,0.39757275
2076,6.5142522,5.1504687,1.0000195,0.40137153
2077,6.5843103,5.2104416,1.0042299,0.40516637
2078,6.653914,5.2700855,1.0083088,0.40895727
2079,6.7232348,5.3295268,1.0122875,0.41274422
2080,6.793449,5.3889983,1.0161931,0.41652721
2081,6.8654117,5.4484066,1.0200526,0.42030624
2082,6.9380316,5.5076312,1.0239124,0.42408464
2083,7.0102945,5.5665288,1.0277998,0.42786575
2084,7.0822527,5.6250383,1.0317032,0.4316495
2085,7.1539108,5.6831731,1.0356166,0.43543588
2086,7.2252943,5.7409665,1.0395349,0.43922481
2087,7.2961391,5.7982197,1.043415,0.44301621
2088,7.3665133,5.8550437,1.047229,0.44680999
2089,7.4366997,5.9116789,1.0510053,0.45060604
2090,7.505787,5.9680382,1.0547683,0.45440429
2091,7.5730804,6.02426,1.05854,0.45820462
2092,7.6395322,6.0803942,1.0621982,0.46199979
2093,7.7056368,6.1362544,1.0656109,0.46578261
2094,7.7711132,6.1917609,1.0687864,0.46955305
2095,7.8359347,6.2468765,1.0717352,0.4733111
2096,7.9000975,6.3015802,1.0744724,0.47705678
2097,7.9636082,6.3558614,1.0770124,0.48079017
2098,8.0264053,6.4097028,1.0793288,0.48451138
2099,8.088434,6.4630729,1.0814087,0.4882205
2100,8.1491024,6.5160029,1.0832964,0.49191766
2101,8.2079748,6.5686894,1.0850329,0.49560296
2102,8.2660802,6.6212902,1.0865844,0.49926297
2103,8.3238176,6.6735957,1.0879219,0.50288434
2104,8.3808912,6.725553,1.0890694,0.50646731
2105,8.4373611,6.7772173,1.0900308,0.51001211
2106,8.4931589,6.8285113,1.0908128,0.51351904
2107,8.5483221,6.879456,1.0914268,0.51698848
2108,8.6027354,6.9299196,1.0918839,0.5204209
2109,8.6563706,6.9799188,1.0921545,0.52381674
2110,8.7092179,7.0294685,1.0922224,0.52717645
2111,8.7613192,7.0785474,1.0921298,0.53050045
2112,8.8129891,7.1274107,1.0919161,0.53378919
2113,8.8642698,7.1760494,1.0916151,0.53704308
2114,8.9152212,7.2244717,1.0912611,0.54026255
2115,8.9659249,7.2727415,1.0908652,0.543448
2116,9.0162007,7.3206906,1.0904192,0.54659984
2117,9.0660828,7.3683597,1.0899182,0.54971848
2118,9.1155097,7.4156853,1.0893631,0.5528043
2119,9.1643631,7.4625457,1.088756,0.55585769
2120,9.2126972,7.5090525,1.0880582,0.55887903
2121,9.2604074,7.5551376,1.087245,0.56186871
2122,9.3075298,7.6007844,1.0863515,0.56482709
2123,9.3543486,7.6462257,1.0854115,0.56775454
2124,9.4010137,7.6915683,1.0844534,0.57065143
2125,9.4474858,7.7367294,1.0835063,0.5735181
2126,9.4937324,7.7816681,1.0825763,0.57635491
2127,9.5397696,7.82642,1.0816503,0.57916221
2128,9.5855767,7.8709787,1.0807185,0.58194033
2129,9.6309539,7.9151488,1.0797775,0.58468962
2130,9.6759162,7.9589474,1.0788253,0.58741041
2131,9.7204585,8.0024321,1.0778198,0.59010301
2132,9.7643873,8.0454518,1.0767326,0.59276776
2133,9.807908,8.0881633,1.0755959,0.59540498
2134,9.851234,8.1307319,1.0744414,0.59801497
2135,9.8943763,8.1731285,1.0732958,0.60059806
2136,9.93741,8.2153868,1.0721862,0.60315454
2137,9.9803929,8.2575571,1.0711172,0.60568471
2138,10.023186,8.2995232,1.0700733,0.60818888
2139,10.065687,8.3411989,1.0690425,0.61066733
2140,10.107914,8.3826114,1.0680195,0.61312037
2141,10.149855,8.4237532,1.0670007,0.61554826
2142,10.191389,8.4645674,1.0659424,0.6179513
2143,10.232418,8.5050026,1.0648144,0.62032977
2144,10.273042,8.5451097,1.0636476,0.62268393
2145,10.313424,8.5850075,1.0624735,0.62501406
2146,10.353725,8.6248156,1.0613182,0.62732043
2147,10.394015,8.6645648,1.0602087,0.62960329
2148,10.434221,8.7041744,1.0591485,0.63186293
2149,10.474315,8.7436402,1.0581217,0.63409958
2150,10.51423,8.7829155,1.0571148,0.6363135
2151,10.553818,8.8218612,1.0561215,0.63850495
2152,10.592892,8.8602943,1.055145,0.64066759
2153,10.631235,8.8980595,1.0541481,0.64279513
2154,10.668634,8.9349932,1.0530989,0.64488783
2155,10.705179,8.9711403,1.0520269,0.64694598
2156,10.741223,9.0068072,1.0509633,0.64896988
2157,10.776855,9.0420434,1.0499341,0.65095987
2158,10.812008,9.0767433,1.0489655,0.65291634
2159,10.846713,9.1109311,1.048061,0.65483966
2160,10.880955,9.1446166,1.0472036,0.65673019
2161,10.914675,9.1777623,1.0463788,0.65858829
2162,10.947833,9.2103383,1.0455795,0.66041433
2163,10.980406,9.2423292,1.0448006,0.66220866
2164,11.012383,9.2737893,1.0439972,0.66397163
2165,11.043533,9.3045366,1.0431373,0.66570358
2166,11.073912,9.3345822,1.0422505,0.66740485
2167,11.1039,9.3642581,1.0413687,0.66907577
2168,11.133561,9.3935886,1.0405185,0.67071668
2169,11.162866,9.4225049,1.0397268,0.6723279
2170,11.191806,9.4509909,1.0389972,0.67390975
2171,11.22035,9.4790427,1.0383125,0.67546256
2172,11.248455,9.5066362,1.0376583,0.67698663
2173,11.276094,9.5337563,1.0370269,0.67848227
2174,11.303258,9.5604017,1.0364133,0.67994978
2175,11.329828,9.5865205,1.0357726,0.68138948
2176,11.355642,9.6119961,1.0350725,0.68280166
2177,11.380797,9.6368833,1.0343429,0.6841866
2178,11.405564,9.6614046,1.033616,0.6855446
2179,11.430043,9.6856202,1.0329189,0.68687594
2180,11.454257,9.7095102,1.0322787,0.68818092
2181,11.478213,9.7330781,1.0316991,0.6894598
2182,11.501834,9.7562708,1.0311628,0.69071285
2183,11.52508,9.7790706,1.030655,0.69194036
2184,11.547909,9.8014465,1.030168,0.69314259
2185,11.570218,9.8233025,1.0296966,0.69431981
2186,11.59198,9.8446793,1.029196,0.69547227
2187,11.613113,9.8655411,1.028634,0.69660023
2188,11.633639,9.8858665,1.0280405,0.69770396
2189,11.653777,9.9058265,1.027448,0.69878369
2190,11.673657,9.9255089,1.026884,0.69983969
2191,11.693327,9.9449228,1.0263755,0.70087219
2192,11.712771,9.964045,1.0259263,0.70188143
2193,11.73193,9.9828425,1.0255189,0.70286766
2194,11.750718,10.001251,1.0251383,0.70383112
2195,11.769084,10.019232,1.0247768,0.70477203
2196,11.787076,10.036839,1.024429,0.70569063
2197,11.804509,10.053955,1.0240503,0.70658715
2198,11.821288,10.070532,1.0236086,0.7074618
2199,11.837608,10.086721,1.0231339,0.70831482
2200,11.85356,10.102564,1.0226589,0.70914643
