year,totalhuman,co2,ch4,n2o
1920,0.41402184,0.48034937,0.1463651,0.035252753
1921,0.425861,0.48696871,0.14914421,0.036094213
1922,0.43931982,0.49358042,0.15204086,0.036851222
1923,0.43874124,0.49974374,0.15505438,0.037523848
1924,0.44144694,0.50677828,0.15805851,0.038196232
1925,0.45307756,0.51468174,0.16105333,0.038868376
1926,0.4637363,0.52213573,0.16403893,0.039624234
1927,0.47066961,0.52957874,0.1670154,0.040379821
1928,0.47787279,0.53788518,0.16998281,0.04096729
1929,0.48668409,0.54617941,0.17281833,0.04155455
1930,0.49818014,0.55402496,0.17552275,0.042141653
1931,0.51564969,0.56229357,0.17821976,0.042644727
1932,0.53379881,0.5705501,0.18090941,0.043231463
1933,0.54694856,0.57792673,0.18359176,0.043901811
1934,0.55480904,0.5848599,0.18614559,0.04457192
1935,0.56297859,0.59178409,0.18857157,0.04524179
1936,0.56925783,0.59783591,0.19099166,0.045911423
1937,0.57566193,0.60215445,0.19340589,0.04649717
1938,0.58955637,0.60517523,0.19581431,0.046999082
1939,0.59976398,0.60733189,0.19821696,0.047500862
1940,0.60040981,0.60862547,0.20073343,0.048002507
1941,0.59760078,0.60862547,0.20336316,0.048587579
1942,0.59431171,0.60733189,0.20586714,0.049256026
1943,0.59299835,0.60560671,0.20824599,0.049924236
1944,0.59123056,0.6043125,0.21073766,0.050675674
1945,0.59027107,0.60388103,0.21334159,0.051510273
1946,0.58655836,0.6043125,0.21605664,0.052344504
1947,0.57895654,0.60560671,0.21899962,0.053178367
1948,0.57260652,0.60776302,0.22205156,0.054011863
1949,0.57287846,0.6107804,0.22521114,0.054844993
1950,0.57404745,0.61508782,0.22859401,0.055594512
1951,0.56168656,0.62111239,0.23219799,0.056260489
1952,0.55003428,0.62798987,0.23613618,0.057009416
1953,0.55008287,0.63528723,0.24040525,0.05784123
1954,0.55199419,0.64385931,0.24477186,0.058589566
1955,0.55514058,0.65370065,0.24923433,0.059337575
1956,0.55891851,0.66395102,0.25390536,0.060168369
1957,0.56328276,0.67460724,0.25878219,0.06091579
1958,0.57218953,0.68520067,0.26374965,0.061662883
1959,0.59040482,0.69628068,0.26880593,0.0625756
1960,0.61266012,0.7093687,0.27406162,0.063570813
1961,0.61854867,0.72293323,0.27951378,0.064482654
1962,0.61973921,0.73507442,0.28515948,0.065311204
1963,0.63015159,0.74521338,0.29088615,0.066304945
1964,0.6407826,0.75407365,0.29669196,0.067546421
1965,0.65706711,0.76618156,0.30268459,0.0688698
1966,0.67900631,0.7828982,0.30875326,0.070192262
1967,0.69847938,0.79886038,0.31489612,0.071513808
1968,0.72107279,0.81597004,0.32121912,0.072916921
1969,0.75401956,0.83695475,0.32771921,0.074483888
1970,0.79442908,0.85481939,0.33428801,0.076131978
1971,0.83539343,0.86912845,0.340819,0.077778651
1972,0.87201267,0.89018132,0.34741694,0.0795061
1973,0.90516124,0.91528331,0.35408128,0.081396286
1974,0.93091733,0.93260715,0.36070732,0.083366714
1975,0.95288509,0.94626302,0.36729571,0.085335125
1976,0.97560691,0.96504571,0.37384707,0.08746521
1977,1.0046644,0.9895882,0.38046324,0.08978931
1978,1.0440764,1.0148272,0.38714369,0.092151471
1979,1.0880973,1.0415665,0.39378667,0.094298737
1980,1.1248442,1.0706749,0.40079084,0.096394503
1981,1.1482957,1.0922769,0.40834992,0.09912273
1982,1.1638797,1.1090268,0.41605956,0.10197773
1983,1.1851636,1.131041,0.42375755,0.10427651
1984,1.2172613,1.1557767,0.43073397,0.10619951
1985,1.2518596,1.1790812,0.43628635,0.1084362
1986,1.2856954,1.2025127,0.44110016,0.11065469
1987,1.3218259,1.23094,0.44563499,0.11223995
1988,1.36554,1.2629696,0.44980999,0.11525192
1989,1.4086327,1.289621,0.45379128,0.11948553
1990,1.4446482,1.3103479,0.45766844,0.12263292
1991,1.4670094,1.3279065,0.46154394,0.12465054
1992,1.4775542,1.3409723,0.46457339,0.12622447
1993,1.4940154,1.354375,0.4662739,0.127749
1994,1.5197768,1.3745818,0.46805929,0.12943256
1995,1.556472,1.400075,0.47007482,0.13165093
1996,1.5943539,1.4241974,0.47145507,0.13405903
1997,1.6194694,1.4491927,0.47326497,0.13633628
1998,1.6440801,1.4810336,0.47623115,0.13880228
1999,1.6706331,1.5106359,0.47868222,0.1411141
2000,1.6863253,1.5327048,0.47934927,0.14300134
2001,1.7049748,1.5559009,0.4792313,0.1450297
2002,1.7387641,1.5854995,0.47978539,0.14743728
2003,1.7752675,1.6175545,0.48074821,0.14988963
2004,1.8072955,1.6467939,0.48086234,0.15208552
2005,1.8401646,1.675125,0.48036474,0.15439741
2006,1.8783399,1.7035227,0.48065635,0.15680074
2007,1.918195,1.7308597,0.48184152,0.15897843
2008,1.9596084,1.7590634,0.48344617,0.16115374
2009,2.0040394,1.789581,0.48541527,0.16332717
2010,2.0514004,1.8210871,0.48760089,0.1654978
2011,2.1017918,1.8523072,0.4899847,0.16766617
2012,2.1524233,1.8833863,0.49184517,0.1698077
2013,2.2003028,1.91421,0.49251903,0.17189696
2014,2.2460071,1.9449071,0.49211755,0.17393413
2015,2.2899818,1.9755183,0.49074311,0.1759194
2016,2.3323332,2.0059903,0.4884749,0.17785303
2017,2.3731031,2.0362357,0.48537437,0.17973551
2018,2.4123813,2.0662255,0.4814996,0.18156741
2019,2.45071,2.0959761,0.476906,0.1833493
2020,2.4868591,2.125511,0.47164353,0.18508176
2021,2.5192966,2.1547586,0.46573323,0.18676534
2022,2.5485262,2.1829899,0.45960563,0.18841405
2023,2.5757005,2.2097382,0.45372675,0.19004186
2024,2.6018157,2.2352272,0.44818016,0.19164922
2025,2.6270578,2.2595355,0.44300295,0.19323659
2026,2.6514638,2.28271,0.43816985,0.19480436
2027,2.6749638,2.3047107,0.4336459,0.19635281
2028,2.6974511,2.325468,0.42939035,0.19788214
2029,2.7188898,2.3449722,0.42536937,0.19939257
2030,2.7380636,2.3632607,0.42155562,0.20088429
2031,2.7537634,2.380384,0.41792562,0.20235751
2032,2.7677883,2.396125,0.41446751,0.2038102
2033,2.7813117,2.410389,0.41117938,0.20524032
2034,2.7938319,2.4234322,0.40805974,0.20664808
2035,2.8055047,2.4353984,0.40510424,0.20803368
2036,2.8163872,2.446341,0.40230794,0.20939732
2037,2.8264928,2.4562751,0.3996685,0.21073923
2038,2.8357372,2.4651311,0.39717185,0.21205965
2039,2.8439951,2.4728117,0.39479615,0.21335879
2040,2.8501158,2.4792816,0.39252446,0.21463688
2041,2.852993,2.4845592,0.39034523,0.21589415
2042,2.8538468,2.4890285,0.38806611,0.21710522
2043,2.8537099,2.492932,0.38549117,0.21824477
2044,2.8525412,2.4962599,0.38263681,0.21931312
2045,2.8506048,2.4992093,0.37954959,0.22031057
2046,2.8480488,2.5018786,0.37626761,0.22123753
2047,2.8449384,2.5042823,0.37282362,0.22209461
2048,2.8413383,2.5063985,0.3692487,0.22288253
2049,2.8371989,2.5081234,0.36555875,0.22360198
2050,2.831615,2.5093272,0.36175874,0.22425365
2051,2.8237243,2.5099484,0.35785601,0.22483821
2052,2.8144837,2.5100591,0.35396384,0.22536911
2053,2.8049461,2.5097348,0.35018308,0.22585977
2054,2.7950227,2.5088698,0.34647692,0.22631079
2055,2.7846807,2.5074795,0.34282134,0.22672278
2056,2.7741374,2.5057709,0.3392261,0.2270963
2057,2.7635099,2.5038579,0.3356966,0.22743176
2058,2.752823,2.501764,0.33223659,0.22772954
2059,2.7420657,2.4994739,0.32885134,0.22798999
2060,2.7318799,2.4968871,0.32553421,0.22821349
2061,2.7228837,2.4938736,0.32227003,0.22840036
2062,2.7141003,2.4903603,0.31918007,0.22856845
2063,2.7049603,2.4863346,0.31637586,0.22873557
2064,2.6958055,2.4818104,0.31382471,0.22890203
2065,2.6864643,2.4767013,0.3114751,0.22906813
2066,2.6769041,2.4710359,0.30928969,0.22923413
2067,2.6673411,2.4650351,0.30726543,0.22940008
2068,2.65789,2.4588226,0.30539642,0.22956601
2069,2.6485704,2.4524283,0.30367643,0.22973192
2070,2.6398496,2.4458415,0.30210184,0.22989781
2071,2.6320833,2.4389631,0.30065821,0.23006368
2072,2.6248477,2.431899,0.29932732,0.23022475
2073,2.6177608,2.4248023,0.29809543,0.23037625
2074,2.6107557,2.4176432,0.29694962,0.23051819
2075,2.6038141,2.41042,0.29587852,0.23065057
2076,2.5967822,2.4030304,0.29485026,0.23077343
2077,2.5896453,2.3954915,0.29384493,0.23088682
2078,2.5826367,2.3880151,0.29287459,0.23099083
2079,2.5758846,2.3807154,0.29194685,0.23108555
2080,2.5691325,2.3736122,0.29106754,0.23117106
2081,2.5620823,2.3666866,0.29024405,0.23124745
2082,2.5552484,2.3598753,0.28946425,0.23131401
2083,2.5487655,2.3530811,0.28870864,0.23137003
2084,2.5422117,2.3462297,0.28797012,0.23141559
2085,2.5355698,2.3393069,0.28724513,0.23145078
2086,2.5288386,2.3323137,0.28653059,0.23147568
2087,2.5218828,2.3251533,0.28580218,0.23149038
2088,2.5147041,2.3178475,0.28504663,0.23149498
2089,2.5075495,2.3106122,0.28428159,0.23148956
2090,2.5005805,2.3035641,0.28351966,0.23147422
2091,2.4938653,2.296724,0.28277113,0.23144905
2092,2.4873555,2.290138,0.28205548,0.23141332
2093,2.4809841,2.2837587,0.28137928,0.23136631
2094,2.4746958,2.2774439,0.28073151,0.2313081
2095,2.4684124,2.2711242,0.28010473,0.23123878
2096,2.4621163,2.2647858,0.27949488,0.23115844
2097,2.4558066,2.258431,0.27889844,0.23106718
2098,2.4493492,2.2519641,0.27829081,0.23096509
2099,2.4427475,2.2454088,0.27765845,0.23085228
2100,2.4352507,2.2389825,0.27701856,0.23072883
2101,2.4260022,2.2328054,0.276384,0.23059484
2102,2.4167336,2.2268864,0.27579764,0.23045606
2103,2.4084976,2.221186,0.27529869,0.23031823
2104,2.4005401,2.2155882,0.27487899,0.23018144
2105,2.3926975,2.2099553,0.27452332,0.23004579
2106,2.3848852,2.2042217,0.2742205,0.22991133
2107,2.3770814,2.1983782,0.27396313,0.22977808
2108,2.3692812,2.1924314,0.27374467,0.22964604
2109,2.3613478,2.1862897,0.27353798,0.22951519
2110,2.3532828,2.1799813,0.27332718,0.22938552
2111,2.3453317,2.1737277,0.27312728,0.22925702
2112,2.3376304,2.1676485,0.27294847,0.22912969
2113,2.3302139,2.1617657,0.27279894,0.22900351
2114,2.3230781,2.1560603,0.27268793,0.22887846
2115,2.3161126,2.1504259,0.27261298,0.22875455
2116,2.3091685,2.1447308,0.27256369,0.22863176
2117,2.3021724,2.1389132,0.27253312,0.22851009
2118,2.2951123,2.1329671,0.27251765,0.22838951
2119,2.2879917,2.1269012,0.27251413,0.22827002
2120,2.2806813,2.1206262,0.27249845,0.22815161
2121,2.27319,2.1141725,0.27245747,0.22803428
2122,2.2657688,2.1077635,0.27240851,0.227918
2123,2.2585571,2.1015189,0.27236386,0.22780278
2124,2.2515928,2.0954603,0.27233355,0.2276886
2125,2.2448672,2.0895682,0.27232846,0.22757546
2126,2.2382585,2.0837359,0.27234761,0.22746334
2127,2.231674,2.0778923,0.27238196,0.22735223
2128,2.2250979,2.072031,0.27242575,0.22724213
2129,2.2185131,2.0661393,0.27247637,0.22713302
2130,2.2119214,2.0602228,0.27253156,0.2270249
2131,2.2051924,2.0541892,0.272568,0.22691777
2132,2.1983343,2.0480671,0.2725733,0.2268116
2133,2.1915972,2.042078,0.2725654,0.22670639
2134,2.1851188,2.036339,0.27255707,0.22660213
2135,2.1789347,2.0308689,0.27255884,0.22649882
2136,2.1730409,2.0256453,0.272582,0.22639644
2137,2.1673272,2.0205592,0.27262595,0.22629499
2138,2.1616463,2.0154773,0.27268198,0.22619446
2139,2.1559273,2.0103375,0.27274466,0.22609484
2140,2.1501604,2.005134,0.27281171,0.22599612
2141,2.1443511,1.9998754,0.27288113,0.2258983
2142,2.1383731,1.994473,0.27292989,0.22580136
2143,2.1322387,1.9889589,0.27294583,0.2257053
2144,2.1262004,1.9835568,0.27294706,0.22561011
2145,2.1203973,1.978385,0.27294654,0.22551578
2146,2.1148656,1.9734625,0.27295492,0.22542231
2147,2.1096016,1.9687675,0.27298361,0.22532968
2148,2.1044959,1.9641912,0.27303215,0.22523789
2149,2.0994022,1.9596012,0.27309192,0.22514693
2150,2.0942512,1.9549366,0.27315764,0.2250568
2151,2.0890345,1.9501929,0.27322708,0.22496748
2152,2.0837588,1.9453798,0.27329835,0.22487898
2153,2.0782995,1.94041,0.27334848,0.22479127
2154,2.0726706,1.935317,0.27336538,0.22470436
2155,2.0671258,1.9303255,0.27336724,0.22461823
2156,2.0618038,1.9255537,0.27336702,0.22453289
2157,2.0567405,1.9210204,0.27337541,0.22444832
2158,2.051932,1.9167032,0.27340385,0.22436452
2159,2.0472688,1.9124933,0.27345191,0.22428147
2160,2.042605,1.9082585,0.27351101,0.22419918
2161,2.037872,1.9039389,0.27357588,0.22411764
2162,2.0330625,1.8995305,0.27364435,0.22403683
2163,2.0281838,1.8950438,0.27371453,0.22395676
2164,2.0231126,1.8903925,0.27376349,0.22387741
2165,2.0178642,1.8856113,0.27377916,0.22379878
2166,2.0126926,1.8809255,0.27377975,0.22372086
2167,2.0077364,1.8764529,0.2737782,0.22364365
2168,2.0030309,1.8722118,0.27378521,0.22356714
2169,1.9985715,1.8681792,0.27381222,0.22349132
2170,1.9942483,1.864246,0.2738588,0.22341619
2171,1.989916,1.8602804,0.27391639,0.22334174
2172,1.9855066,1.8562229,0.27397974,0.22326797
2173,1.9810132,1.8520701,0.27404667,0.22319487
2174,1.9764437,1.847833,0.27411532,0.22312242
2175,1.971676,1.8434262,0.27416275,0.22305064
2176,1.9667263,1.8388855,0.27417693,0.2229795
2177,1.961849,1.8344364,0.27417604,0.22290902
2178,1.9571823,1.8301965,0.27417303,0.22283917
2179,1.9527607,1.8261833,0.27417858,0.22276995
2180,1.948579,1.8223732,0.27420413,0.22270136
2181,1.9445271,1.8186569,0.27424925,0.22263339
2182,1.9404597,1.8149026,0.27430538,0.22256604
2183,1.9363094,1.8110514,0.27436729,0.2224993
2184,1.9320699,1.8071004,0.2744328,0.22243317
2185,1.9277494,1.8030608,0.27450004,0.22236763
2186,1.9232267,1.7988483,0.2745461,0.22230269
2187,1.9185192,1.7944994,0.27455893,0.22223834
2188,1.9138814,1.79024,0.27455675,0.22217457
2189,1.9094508,1.786187,0.27455246,0.22211138
2190,1.9052615,1.7823575,0.27455675,0.22204877
2191,1.9013074,1.7787272,0.27458105,0.22198672
2192,1.8974781,1.7751863,0.27462491,0.22192523
2193,1.8936285,1.7716033,0.2746798,0.22186431
2194,1.8896917,1.7679196,0.27474049,0.22180393
2195,1.8856617,1.7641328,0.2748048,0.2217441
2196,1.8815471,1.7602545,0.27487087,0.22168482
2197,1.8772277,1.7562009,0.27491577,0.22162607
2198,1.8727217,1.7520098,0.27492749,0.22156786
2199,1.8682837,1.7479067,0.27492422,0.22151017
2200,1.8640507,1.7440085,0.27491888,0.22145301
